2150,109,16666
5566,3,16933
2926,56,16706
2789,95,16701
7967,30,17074
3104,56,16717
4032,52,16835
6109,44,16962
153,17,16536
6004,10,16957
4432,102,16862
6033,17,16959
7765,10,17061
77,10,16519
5479,97,17928
5457,62,17928
2134,40,17663
3532,59,17764
1783,32,17645
5557,14,17931
3869,89,17818
542,35,17573
1559,45,17632
2187,130,17665
6888,121,18009
5234,18,17912
3097,1,17720
6945,32,18009
7690,39,18059
4574,125,17874
1356,113,17621
1125,48,17609
3354,26,17736
5716,122,17941
1344,110,17621
4732,17,17884
2419,122,17678
6289,52,17972
8327,14,18110
1825,10,17647
2395,14,17677
2393,108,17679
4994,21,17900
2270,113,17670
3164,41,17720
2813,52,17700
6930,35,18009
4649,130,17877
7402,111,18038
6872,83,18005
2039,3,18658
3713,54,18796
5153,89,18908
7026,51,19014
7186,9,19027
6958,54,19010
7748,35,19060
3762,12,18809
985,128,18603
6512,15,18985
4229,102,18853
4453,7,18866
5468,89,18926
8099,55,19085
2807,46,18701
8790,3,19187
2418,14,18678
3533,87,18766
6816,71,19002
5994,80,18957
4536,108,18870
7422,105,19038
2344,132,18677
933,48,18599
4554,110,18873
2186,71,18665
4272,9,18856
3995,110,18833
8500,5,20135
6836,88,20003
10,14,19489
7664,89,20056
2841,68,19701
4922,92,19893
1298,88,19618
6153,32,19964
2760,27,19699
3601,131,19777
4576,63,19872
7689,128,20058
1882,88,19651
4016,92,19833
1148,94,19613
3756,97,19809
5321,87,19919
2777,123,19699
249,13,19552
5774,80,19945
3499,61,19762
892,51,19597
7740,123,20060
2699,46,19693
6032,68,19958
4035,88,19834
5856,4,19949
2296,46,19671
762,70,19589
8487,68,20132
8540,70,20141
1334,46,19620
3857,10,19817
1495,10,19629
3592,115,19775
5959,120,19956
8051,19,20081
595,96,19576
7835,120,20067
2591,10,19687
5072,115,19903
6192,29,20966
6238,56,20969
5849,50,20948
3114,88,20719
8183,5,21095
8607,54,21151
3419,18,20745
2102,59,20661
4899,27,20893
1545,13,20632
979,9,20606
639,45,20581
896,53,20597
1430,101,20625
7451,55,21040
7410,123,21037
1967,46,20658
3182,85,20722
2846,29,20701
2423,26,20680
6469,35,20985
922,101,20598
7488,109,21045
4865,46,20894
8739,10,21176
4534,113,20869
4277,106,20855
6940,72,21009
7002,71,21015
8428,95,21123
2832,105,20701
4104,72,20840
1561,56,20633
3536,56,20764
5717,52,21941
7921,92,22070
3041,26,21713
8399,14,22122
7885,51,22069
663,46,21583
1227,45,21615
5718,130,21941
6297,34,21973
3983,97,21833
1934,129,21653
1186,14,21615
5689,42,21939
3155,97,21722
4707,34,21881
330,91,21556
5740,18,21949
2412,121,21678
2823,128,21702
5947,70,21954
5017,46,21900
4761,91,21885
1209,113,21613
7493,9,22043
6421,70,21980
3068,51,21716
1574,7,21636
7290,26,22030
3965,128,21830
2959,5,21710
5208,17,21912
4473,38,21868
5483,113,21927
924,32,21599
5244,113,21913
7111,23,22020
3198,32,21723
7762,68,22061
357,68,21558
7330,78,22033
6239,8,21973
6436,32,21980
6316,46,21975
961,32,21601
3599,96,21775
4674,78,21878
524,26,22572
3264,80,22729
4093,46,22840
6065,70,22963
4345,18,22858
156,14,22536
7096,97,23018
4033,92,22834
1335,117,22621
4097,26,22840
2278,29,22673
2220,8,22669
7258,45,23030
3051,14,22713
3247,42,22726
2514,26,22685
3070,14,22715
687,115,22589
3454,29,22752
3420,107,22745
445,3,22565
817,38,22593
5223,119,22912
4749,14,22884
1974,80,22656
2020,29,22659
6426,32,22980
4945,8,22897
1449,8,22628
7704,54,24057
2490,52,23685
7564,101,24046
2935,27,23706
7436,130,24040
7800,5,24063
1251,51,23621
2213,27,23667
4212,6,23850
4469,52,23867
686,9,23585
622,13,23580
6139,129,23963
117,63,23528
6117,130,23963
3292,1,23734
2380,17,23678
3057,48,23714
345,46,23558
4458,14,23866
2840,96,23701
2589,14,23689
3075,32,23716
8334,55,24111
7365,75,24038
6064,46,23962
5284,125,23917
2791,108,23699
5819,52,23948
4418,54,23863
823,52,23595
1437,108,23626
678,82,23583
8754,44,24179
7869,72,24067
1881,5,23651
5057,96,23902
5754,97,23942
6270,127,23971
2528,8,23684
616,32,23579
7914,72,24070
7970,5,24074
736,5,23587
1161,5,23611
4774,108,23885
4579,108,23873
7044,52,25016
3795,5,24810
6967,17,25011
3886,85,24820
4367,59,24859
5560,91,24933
5730,89,24941
8551,50,25143
179,45,24541
3663,70,24787
7478,128,25042
8818,17,25193
6948,113,25009
267,34,24551
7724,7,25059
2792,71,24699
5215,107,24911
613,46,24578
8506,107,25136
12,4,24492
2365,18,24676
4289,113,24854
1759,21,24644
8601,78,25151
384,113,24559
5063,10,24902
3007,11,24711
5534,113,24929
2194,70,25667
7184,26,26025
8313,88,26109
8823,54,26194
8170,115,26093
4849,34,25891
7115,126,26020
6753,40,25998
2153,11,25664
2712,40,25694
8295,88,26106
2674,70,25693
6089,91,25964
2961,73,25710
3848,96,25818
6754,109,25998
3901,51,25823
3140,103,25719
1840,62,25648
5891,9,25950
5933,35,25956
8471,30,26129
1700,91,25643
3345,76,25736
5041,84,25901
1587,117,25635
4008,83,25833
4746,109,25884
3958,91,25831
553,9,25573
880,132,25599
4801,95,25890
5365,50,26921
7040,27,27016
2255,32,26670
3602,89,26777
6464,13,26984
7141,5,27022
987,44,26602
6861,116,27005
1551,76,26636
4210,97,26848
1611,1,26642
8597,121,27149
3563,68,26773
7190,122,27025
7251,97,27027
1099,29,26607
4106,7,26840
7257,108,27031
6216,72,26968
2302,29,26672
1194,27,26614
3376,5,26740
3161,1,26727
5543,77,26931
4176,108,26848
2872,24,26704
4287,30,26855
2603,72,26688
190,54,26542
8798,48,27190
6146,54,26965
363,49,26559
82,49,26522
3134,19,26719
3384,53,26741
5445,49,26926
5579,19,26932
4133,111,26844
5297,52,27917
1471,92,27629
3997,14,27833
1704,30,27641
4180,56,27845
6272,50,27973
3469,92,27753
8437,22,28126
3131,129,27719
5014,59,27901
3002,107,27711
1090,67,27607
6739,127,27999
3471,40,27754
2113,5,27663
7933,14,28073
6628,17,27993
277,129,27552
2839,50,27703
7423,67,28038
2524,38,27684
6000,92,27958
3511,54,27762
4325,92,27857
5381,113,27923
7959,92,28074
402,64,27561
6362,4,27976
4645,18,27877
4414,92,27862
780,92,27591
5924,50,27954
1254,23,27616
5861,81,27949
1116,18,27609
8556,102,28143
1129,105,27611
1021,120,27605
3771,109,27807
1931,8,27653
2505,32,27683
6276,109,27972
598,108,27578
1068,109,27606
1902,68,27651
1448,68,27626
312,68,27554
5229,5,27913
42,108,27507
589,97,27576
8342,26,29112
7224,91,29026
129,130,28530
1293,7,28619
2649,54,28690
8400,59,29119
4338,128,28857
6350,11,28979
668,35,28582
3339,53,28736
7435,54,29039
4358,59,28858
7858,113,29069
2265,75,28671
535,128,28572
6415,3,28983
4156,84,28843
6345,113,28977
6009,113,28959
6014,23,28958
1625,71,28636
521,53,28570
3396,95,28741
7395,120,29036
4990,67,28897
4698,11,28883
220,67,28545
4054,40,28837
1485,35,28628
7983,14,30075
7640,59,30051
3974,51,29831
8173,107,30092
1676,86,29639
2294,54,29671
4353,50,29860
5765,13,29946
8570,14,30145
6856,45,30004
1837,35,29654
8234,69,30098
4668,45,29878
3754,70,29809
2585,61,29688
103,13,29529
191,31,29541
3222,113,29724
3922,14,29823
8535,29,30141
3037,40,29715
2164,51,29667
1377,45,29623
2474,51,29684
1069,45,29606
224,9,29546
1581,51,29636
7550,77,30049
6060,109,29962
8019,59,30078
5103,109,29907
3575,13,29774
4552,86,29871
8112,23,30086
8384,40,30120
4799,84,29886
310,108,29559
7262,44,30029
4468,23,29865
1994,10,29657
1121,96,29610
7538,23,30045
4841,96,29890
744,91,29588
5433,80,30924
8677,91,31163
619,127,30580
8736,27,31177
478,40,30567
7913,34,31070
7348,27,31035
2719,5,30695
1369,3,30625
7308,82,31033
7695,51,31055
8050,35,31081
7948,8,31072
749,5,30588
7677,29,31054
3363,54,30738
1630,2,30641
3882,87,30820
8809,91,31191
2405,17,30681
7147,32,31021
1054,60,30605
3291,113,30732
6962,50,31010
1317,82,30621
6755,39,31000
819,120,30593
4297,91,30855
4771,74,30888
3179,91,30721
7101,35,31018
218,125,30545
8147,91,31090
37,113,30505
6036,52,30960
7871,105,31068
8588,35,31148
3709,50,30795
2143,105,30665
6616,17,30995
2569,120,30686
4679,5,30879
8302,5,31106
5667,5,30937
3218,5,30724
3994,120,30831
1736,5,30642
503,5,30569
2998,5,30711
478,5,30567
1965,5,30654
2923,5,30706
308,5,30554
3227,5,30725
1425,18,31626
8116,56,32087
8387,88,32118
3825,107,31820
7036,97,32014
1439,58,31627
8763,8,32183
5186,11,31910
1061,68,31606
4389,126,31861
4637,88,31876
6237,50,31969
3019,128,31712
4061,107,31842
6914,97,32007
7915,46,32072
617,68,31578
4072,63,31838
6968,128,32011
5704,17,31942
2124,50,31663
8134,110,32090
7804,94,32064
5997,105,31957
8041,68,32080
4784,17,31887
3088,55,31719
3406,128,31743
2093,30,31664
8217,95,32096
6686,32,31995
6389,107,31984
6042,30,31962
8606,118,32151
1926,57,31654
1499,102,31629
4997,108,31900
6983,105,32011
930,17,31601
2692,30,31696
2208,95,31666
5973,95,31955
5432,110,31925
8201,19,33097
7243,8,33028
8684,89,33171
692,130,32585
4772,62,32887
963,117,32602
8507,1,33136
1321,89,32625
6809,123,33002
2842,91,32701
1898,109,32651
3856,21,32819
3752,103,32805
6757,1,32999
1698,68,32640
1322,73,32620
627,116,32579
4208,1,32847
3338,4,32736
2552,81,32686
565,109,32574
1703,76,32640
3074,1,32715
8747,72,33178
883,1,32597
5156,31,32908
5785,95,32947
7078,105,33018
2284,80,32671
6188,31,32966
4143,111,32843
5664,76,32937
2709,91,33694
5148,115,33909
4903,52,33893
7324,45,34034
7298,59,34031
3076,94,33715
3370,32,33742
1678,95,33639
8143,1,34089
1695,27,33640
2549,14,33685
5325,85,33920
4910,127,33892
1818,63,33648
3631,27,33781
8572,14,34146
8412,126,34121
4882,1,33891
2726,14,33695
841,45,33596
4543,91,33870
6135,49,33963
1095,3,33607
7745,3,34060
717,113,33586
2922,89,33706
1537,63,33632
8788,51,34190
5411,91,33923
6135,77,33965
154,52,33537
6657,14,33994
8206,32,34099
7371,108,34037
4900,113,33893
7126,49,34020
4066,108,33838
555,72,33577
2670,31,33693
2014,49,33657
4222,53,33849
1985,53,33655
2610,48,33688
7136,84,35020
2700,126,34693
3442,101,34748
8836,46,35198
8756,3,35179
958,89,34602
6769,39,35001
3812,129,34812
2329,88,34673
1147,46,34610
8486,122,35133
2110,7,34662
1539,70,34631
7136,9,35021
259,57,34551
1622,8,34637
6143,107,34966
3977,35,34830
491,89,34569
6197,125,34972
3018,35,34712
5777,70,34943
2360,31,34675
4836,31,34889
3582,105,34773
7595,38,35051
5852,39,34950
699,110,34586
3318,8,34734
3184,105,34722
5617,97,34934
5020,97,34899
7587,52,36047
7197,54,36029
120,40,35529
3168,34,35720
5878,68,35949
7558,122,36047
472,45,35571
6690,49,35997
4517,17,35868
904,123,35598
1219,34,35614
7963,45,36078
6284,11,35974
3683,113,35790
4627,26,35877
8740,76,36180
3477,34,35754
3250,4,35726
559,14,35574
1794,52,35646
8638,123,36156
7295,14,36030
3234,119,35726
1270,32,35617
577,17,35575
2768,85,35697
775,108,35591
2617,105,35689
7779,4,36061
5501,55,35931
7460,85,36041
4276,24,35856
8370,72,36116
6875,85,36005
7125,44,36021
6258,5,35974
6372,5,35980
5464,68,36926
3744,88,36803
573,93,36575
4327,78,36857
1060,117,36607
8444,89,37130
8355,55,37113
4859,76,36893
3558,101,36776
1333,88,36620
4816,59,36887
2317,91,36672
4172,70,36844
8325,116,37110
4876,94,36891
4150,28,36844
8122,70,37087
7697,70,37056
5693,95,36940
7995,94,37076
3085,4,36718
5796,57,36949
8304,70,37106
1191,35,36613
731,8,36587
610,70,36578
7263,57,37032
4952,108,36895
7248,8,37027
2628,108,36689
781,70,37590
5047,52,37903
2761,50,37697
2645,59,37691
6417,95,37980
4028,1,37835
3905,30,37825
2645,95,37691
7681,11,38055
6102,89,37962
7966,1,38075
2873,26,37703
8536,13,38141
2033,4,37658
4230,89,37851
4153,14,37843
8465,32,38130
1190,63,37613
386,108,37563
7035,122,38015
6689,118,37995
3340,14,37736
2951,8,37708
7286,76,38031
4250,32,37853
1389,122,37624
7210,52,39027
5539,45,38930
7954,97,39074
4266,89,38852
7296,27,39030
834,68,38594
3824,5,38814
6396,91,38978
7499,122,39047
166,129,38538
2263,92,38670
7666,13,39053
6740,11,39001
7875,101,39070
2207,97,38668
531,1,38571
399,2,38561
5545,92,38931
6608,10,38992
5465,11,38929
1313,52,38621
4766,1,38885
4140,7,38844
5315,92,38918
8430,5,39123
4720,14,38882
7996,46,39077
441,59,38564
5204,14,38910
6882,5,39006
8064,105,39084
8503,48,39135
8411,108,39124
7981,14,39075
8742,76,39177
1564,14,38633
7976,52,39077
1719,14,38641
863,32,38596
3917,14,38823
487,14,38568
1477,105,38630
4783,14,39885
5612,91,39934
1136,26,39612
5228,122,39913
8778,46,40184
3421,82,39745
3361,30,39737
3721,101,39800
2814,14,39700
4671,46,39878
2955,123,39708
7670,101,40055
2387,56,39677
4400,70,39861
6606,109,39992
5558,101,39933
4906,113,39892
1212,10,39614
7611,77,40050
1415,64,39625
3753,57,39808
5440,118,39926
1511,32,39631
96,108,39525
4248,32,39853
1365,64,40622
3635,115,40783
7660,14,41053
4494,50,40867
5309,97,40921
7990,122,41075
7743,46,41059
3953,14,40827
3676,50,40789
7082,101,41017
6500,68,40984
1739,122,40643
8065,46,41082
5341,50,40918
1098,68,40607
777,17,40591
2854,38,40706
6448,85,40981
8308,13,41107
5850,7,40949
1229,80,40617
4989,5,40899
1987,123,40658
3656,84,40786
1397,53,40624
3278,4,40730
4708,50,40881
6550,67,40988
85,72,40522
4828,50,40888
1525,117,40630
302,119,40554
8371,117,41115
5953,117,40954
6384,24,40978
3336,96,40736
5158,5,40910
7852,96,41067
1973,5,40657
887,5,40599
3343,72,40737
7833,96,41066
3362,97,41737
7856,50,42068
8822,26,42195
1244,38,41618
1664,70,41639
3474,68,41755
4740,131,41883
5608,51,41934
3193,32,41724
5174,68,41911
8286,77,42105
8834,113,42197
3455,123,41751
5217,115,41911
727,63,41587
7063,9,42016
753,49,41589
6714,97,41996
6195,46,41967
6196,97,41967
361,123,41557
3883,84,41820
283,117,41555
3809,77,41813
2241,47,41669
4658,108,41878
6792,32,42003
889,38,41600
5670,56,41939
1426,32,41627
7708,125,42058
1204,49,41614
5135,55,41907
5828,57,41947
2339,109,41677
638,57,41579
8528,83,42142
2992,108,41710
52,38,41514
7103,53,42019
5267,51,41914
5772,27,42943
6985,52,43012
3850,50,42817
2944,34,42707
1515,40,42631
3281,46,42730
3890,70,42820
3171,51,42723
7855,58,43067
2184,62,42666
8827,40,43196
6504,92,42985
3686,3,42791
682,5,42590
4927,46,42894
7031,61,43015
6376,123,42980
517,97,42570
4597,6,42876
8309,59,43107
6905,5,43014
4515,6,42871
2601,12,42688
7514,7,43046
3650,73,42786
1872,63,42654
7489,110,43046
6743,5,43005
7203,22,43026
5109,59,42905
1202,72,42613
3642,115,42785
5532,32,42931
5700,123,42942
5079,71,42903
4962,32,42898
6673,41,42994
6399,10,42978
6251,120,42970
89,34,42522
3219,34,42724
8765,34,43181
5651,73,43936
2307,89,43672
2583,54,43687
440,68,43565
3462,5,43753
7199,51,44026
7700,32,44060
5345,123,43919
3012,7,43713
899,88,43598
4223,108,43850
5006,54,43899
4436,88,43862
1785,94,43646
3129,14,43721
4895,88,43892
5290,72,43916
4993,24,43901
1938,64,43655
7334,96,44040
808,41,43592
6531,88,43986
6068,88,43960
223,95,43546
8664,10,44162
1182,46,43612
893,10,43598
3328,95,43735
8000,8,44076
2215,46,43667
6318,34,43974
3906,34,43822
3017,8,43712
3789,26,44810
4476,101,44874
935,50,44601
7714,68,45059
5218,126,44914
3985,35,44831
5659,8,44937
2701,128,44699
3978,68,44832
7534,92,45045
1074,29,44606
7024,92,45014
1442,116,44626
2175,88,44665
1463,48,44627
2313,48,44672
5690,17,44938
1112,52,44608
3071,29,44715
5590,68,44935
787,50,44593
6067,50,44962
5515,17,44929
632,50,44581
2729,32,44695
2157,50,44666
1472,10,44628
966,8,44601
320,52,44554
7952,126,45075
6730,32,44997
2953,32,44708
5936,126,44956
2022,126,44660
2996,32,44710
1773,32,44644
5674,92,45938
3742,12,45803
3453,50,45750
3556,45,45768
6984,26,46011
6017,70,45959
4965,117,45897
8409,89,46120
6717,48,45997
5975,54,45955
8078,54,46083
3212,68,45724
8723,2,46173
8828,102,46195
6051,1,45960
4528,113,45869
4789,48,45886
3687,91,45790
4295,48,45855
2654,91,45690
6638,48,45993
8744,31,46179
5172,16,45909
1667,87,45639
7406,91,46037
7123,23,46022
968,91,45601
6140,68,45963
8344,91,46112
3470,10,45754
1826,14,45647
1642,30,45636
146,14,45534
6899,14,46007
1686,91,45639
3610,64,45779
5912,51,45953
8120,51,46089
2216,51,45669
6642,8,45994
5763,8,45944
7195,107,46025
3145,48,46719
2939,39,46707
3225,27,46725
